display_name,canonical_wikipedia_url,structural_classification,dominant_verification_status,total_rows,verified_core_rows,verified_broad_rows,structurally_suspect_rows,quarantined_rows,outcome_review_status,stability_after_review,strict_engagement_count_before,strict_engagement_count_after,page_type_mix_before,page_type_mix_after,known_outcome_count_before,known_outcome_count_after,outcome_profile_before,outcome_profile_after,changed_row_count,remaining_unknown_count_after,remaining_unknown_with_page_result_after,unresolved_row_count_after,rank_hierarchical_trust_v2_before,rank_hierarchical_trust_v2_after,rank_hierarchical_weighted_before,rank_hierarchical_weighted_after,trust_tier_before,trust_tier_after,trust_confidence_before,trust_confidence_after
Antigonus I Monophthalmus,https://en.wikipedia.org/wiki/Antigonus_I_Monophthalmus,materially_inflated,structurally_suspect,12,9,2,1,0,unresolved_after_review,confirmed_stable_after_review,9,9,B=8; O=0; C=0; W=1,B=8; O=0; C=0; W=1,5,5,V=2; D=3; N=0; U=4,V=2; D=3; N=0; U=4,0,4,4,4,,,,,,,,
Tewodros II,https://en.wikipedia.org/wiki/Tewodros_II,materially_inflated,structurally_suspect,8,6,1,1,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=6; O=0; C=0; W=0,B=6; O=0; C=0; W=0,5,5,V=4; D=1; N=0; U=1,V=4; D=1; N=0; U=1,0,1,1,1,,,,,,,,
Võ Nguyên Giáp,https://en.wikipedia.org/wiki/V%C3%B5_Nguy%C3%AAn_Gi%C3%A1p,high_priority_manual_concern,structurally_suspect,18,14,1,3,0,corrected_but_partially_unresolved,confirmed_stable_after_review,14,14,B=7; O=1; C=0; W=6,B=7; O=1; C=0; W=6,6,7,V=4; D=2; N=0; U=8,V=4; D=2; N=1; U=7,1,7,5,5,,,,,,,,
Nicolas Oudinot,https://en.wikipedia.org/wiki/Nicolas_Oudinot,materially_inflated,structurally_suspect,26,24,0,2,0,corrected_but_partially_unresolved,confirmed_stable_after_review,24,24,B=23; O=0; C=0; W=1,B=23; O=0; C=0; W=1,17,19,V=8; D=9; N=0; U=7,V=9; D=9; N=1; U=5,2,5,2,2,,,,,,,,
Jean-Baptiste Jourdan,https://en.wikipedia.org/wiki/Jean-Baptiste_Jourdan,mildly_inflated,verified_broad,20,18,2,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,18,18,B=16; O=0; C=0; W=2,B=16; O=0; C=0; W=2,15,16,V=6; D=9; N=0; U=3,V=7; D=9; N=0; U=2,1,2,1,1,,,,,,,,
Akbar,https://en.wikipedia.org/wiki/Akbar,materially_inflated,structurally_suspect,9,6,1,2,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=6; O=0; C=0; W=0,B=6; O=0; C=0; W=0,3,3,V=3; D=0; N=0; U=3,V=3; D=0; N=0; U=3,0,3,2,2,,,,,,,,
William III of England,https://en.wikipedia.org/wiki/William_III_of_England,materially_inflated,structurally_suspect,18,17,0,1,0,unresolved_after_review,confirmed_stable_after_review,17,17,B=13; O=0; C=0; W=4,B=13; O=0; C=0; W=4,10,10,V=5; D=5; N=0; U=7,V=5; D=5; N=0; U=7,0,7,4,4,,,,,,,,
Nicholas I of Russia,https://en.wikipedia.org/wiki/Nicholas_I_of_Russia,high_priority_manual_concern,structurally_suspect,12,5,3,4,0,corrected_but_partially_unresolved,confirmed_stable_after_review,5,5,B=2; O=0; C=0; W=3,B=2; O=0; C=0; W=3,2,3,V=0; D=2; N=0; U=3,V=1; D=2; N=0; U=2,1,2,2,2,,,,,,,,
"Leopold I, Prince of Anhalt-Dessau",https://en.wikipedia.org/wiki/Leopold_I%2C_Prince_of_Anhalt-Dessau,structurally_clean,verified_core,9,9,0,0,0,unresolved_after_review,confirmed_stable_after_review,9,9,B=5; O=0; C=0; W=4,B=5; O=0; C=0; W=4,7,7,V=4; D=3; N=0; U=2,V=4; D=3; N=0; U=2,0,2,2,2,,,,,,,,
Cornelis Tromp,https://en.wikipedia.org/wiki/Cornelis_Tromp,structurally_clean,verified_core,8,8,0,0,0,unresolved_after_review,confirmed_stable_after_review,8,8,B=6; O=0; C=0; W=2,B=6; O=0; C=0; W=2,7,7,V=5; D=1; N=1; U=1,V=5; D=1; N=1; U=1,0,1,1,1,,,,,,,,
Jean-Baptiste Kléber,https://en.wikipedia.org/wiki/Jean-Baptiste_Kl%C3%A9ber,structurally_clean,verified_core,18,18,0,0,0,unresolved_after_review,confirmed_stable_after_review,18,18,B=17; O=0; C=0; W=1,B=17; O=0; C=0; W=1,14,14,V=7; D=7; N=0; U=4,V=7; D=7; N=0; U=4,0,4,4,4,,,,,,,,
Jacob De la Gardie,https://en.wikipedia.org/wiki/Jacob_De_la_Gardie,mildly_inflated,verified_broad,11,9,2,0,0,unresolved_after_review,confirmed_stable_after_review,9,9,B=8; O=0; C=0; W=1,B=8; O=0; C=0; W=1,8,8,V=3; D=5; N=0; U=1,V=3; D=5; N=0; U=1,0,1,1,1,,,,,,,,
Louis XII,https://en.wikipedia.org/wiki/Louis_XII,mildly_inflated,verified_broad,9,7,2,0,0,unresolved_after_review,confirmed_stable_after_review,7,7,B=5; O=0; C=0; W=2,B=5; O=0; C=0; W=2,5,5,V=3; D=2; N=0; U=2,V=3; D=2; N=0; U=2,0,2,2,2,,,,,,,,
Prince Georg Friedrich of Waldeck,https://en.wikipedia.org/wiki/Prince_Georg_Friedrich_of_Waldeck,mildly_inflated,verified_broad,13,12,1,0,0,unresolved_after_review,confirmed_stable_after_review,12,12,B=11; O=0; C=0; W=1,B=11; O=0; C=0; W=1,10,10,V=4; D=6; N=0; U=2,V=4; D=6; N=0; U=2,0,2,1,1,,,,,,,,
Paul von Hindenburg,https://en.wikipedia.org/wiki/Paul_von_Hindenburg,materially_inflated,verified_broad,23,18,5,0,0,corrected,confirmed_stable_after_review,18,18,B=15; O=3; C=0; W=0,B=15; O=3; C=0; W=0,11,14,V=5; D=6; N=0; U=7,V=5; D=7; N=2; U=4,3,4,0,0,,,,,,,,
Mikołaj Potocki,https://en.wikipedia.org/wiki/Miko%C5%82aj_Potocki,structurally_clean,verified_core,8,8,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,9,9,B=9; O=0; C=0; W=0,B=9; O=0; C=0; W=0,6,7,V=5; D=1; N=0; U=3,V=5; D=1; N=1; U=2,1,2,2,2,,,,,,,,
"Álvaro de Bazán, Marquis of Santa Cruz",https://en.wikipedia.org/wiki/%C3%81lvaro_de_Baz%C3%A1n%2C_Marquis_of_Santa_Cruz,materially_inflated,structurally_suspect,8,6,1,1,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=4; O=1; C=0; W=1,B=4; O=1; C=0; W=1,4,4,V=3; D=1; N=0; U=2,V=3; D=1; N=0; U=2,0,2,2,2,,,,,,,,
Kobayakawa Takakage,https://en.wikipedia.org/wiki/Kobayakawa_Takakage,mildly_inflated,verified_broad,12,11,1,0,0,unresolved_after_review,confirmed_stable_after_review,11,11,B=11; O=0; C=0; W=0,B=11; O=0; C=0; W=0,8,8,V=4; D=3; N=0; U=3,V=4; D=3; N=0; U=3,0,3,3,3,,,,,,,,
Giuseppe Garibaldi,https://en.wikipedia.org/wiki/Giuseppe_Garibaldi,materially_inflated,structurally_suspect,15,12,2,1,0,unresolved_after_review,confirmed_stable_after_review,12,12,B=9; O=0; C=0; W=3,B=9; O=0; C=0; W=3,2,2,V=1; D=1; N=0; U=10,V=1; D=1; N=0; U=10,0,10,10,10,,,,,,,,
Sennacherib,https://en.wikipedia.org/wiki/Sennacherib,materially_inflated,structurally_suspect,6,4,0,2,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=4; O=0; C=0; W=0,B=4; O=0; C=0; W=0,3,3,V=3; D=0; N=0; U=1,V=3; D=0; N=0; U=1,0,1,1,1,,,,,,,,
Sakai Tadatsugu,https://en.wikipedia.org/wiki/Sakai_Tadatsugu,structurally_clean,verified_core,9,9,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,9,9,B=9; O=0; C=0; W=0,B=9; O=0; C=0; W=0,6,7,V=5; D=1; N=0; U=3,V=5; D=1; N=1; U=2,1,2,2,2,,,,,,,,
Sigismund III Vasa,https://en.wikipedia.org/wiki/Sigismund_III_Vasa,materially_inflated,structurally_suspect,11,5,5,1,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=4; O=0; C=0; W=1,B=4; O=0; C=0; W=1,3,3,V=2; D=1; N=0; U=2,V=2; D=1; N=0; U=2,0,2,2,2,,,,,,,,
Otto Liman von Sanders,https://en.wikipedia.org/wiki/Otto_Liman_von_Sanders,materially_inflated,structurally_suspect,20,17,1,2,0,unresolved_after_review,confirmed_stable_after_review,17,17,B=16; O=1; C=0; W=0,B=16; O=1; C=0; W=0,14,14,V=6; D=8; N=0; U=3,V=6; D=8; N=0; U=3,0,3,3,3,,,,,,,,
Philips van Almonde,https://en.wikipedia.org/wiki/Philips_van_Almonde,structurally_clean,verified_core,7,7,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,7,7,B=6; O=0; C=0; W=1,B=6; O=0; C=0; W=1,5,6,V=4; D=0; N=1; U=2,V=4; D=0; N=2; U=1,1,1,1,1,,,,,,,,
Levin August von Bennigsen,https://en.wikipedia.org/wiki/Levin_August_von_Bennigsen,materially_inflated,structurally_suspect,19,18,0,1,0,corrected,confirmed_stable_after_review,18,18,B=16; O=0; C=0; W=2,B=16; O=0; C=0; W=2,14,16,V=6; D=8; N=0; U=4,V=6; D=9; N=1; U=2,2,2,0,0,,,,,,,,
Józef Piłsudski,https://en.wikipedia.org/wiki/J%C3%B3zef_Pi%C5%82sudski,mildly_inflated,verified_broad,9,8,1,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,8,8,B=2; O=1; C=0; W=5,B=2; O=1; C=0; W=5,5,6,V=5; D=0; N=0; U=3,V=5; D=1; N=0; U=2,1,2,2,2,,,,,,,,
Tang Enbo,https://en.wikipedia.org/wiki/Tang_Enbo,high_priority_manual_concern,structurally_suspect,11,6,1,4,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=4; O=2; C=0; W=0,B=4; O=2; C=0; W=0,5,5,V=2; D=3; N=0; U=1,V=2; D=3; N=0; U=1,0,1,1,1,,,,,,,,
Stonewall Jackson,https://en.wikipedia.org/wiki/Stonewall_Jackson,materially_inflated,structurally_suspect,13,11,1,1,0,corrected_but_partially_unresolved,confirmed_stable_after_review,11,11,B=11; O=0; C=0; W=0,B=11; O=0; C=0; W=0,4,10,V=4; D=0; N=0; U=7,V=7; D=1; N=2; U=1,6,1,1,1,,,,,,,,
Henry IV of France,https://en.wikipedia.org/wiki/Henry_IV_of_France,high_priority_manual_concern,structurally_suspect,15,9,3,3,0,unresolved_after_review,confirmed_stable_after_review,9,9,B=9; O=0; C=0; W=0,B=9; O=0; C=0; W=0,6,6,V=3; D=3; N=0; U=3,V=3; D=3; N=0; U=3,0,3,3,3,,,,,,,,
John Burgoyne,https://en.wikipedia.org/wiki/John_Burgoyne,mildly_inflated,verified_broad,8,7,1,0,0,unresolved_after_review,confirmed_stable_after_review,7,7,B=5; O=0; C=0; W=2,B=5; O=0; C=0; W=2,5,5,V=3; D=1; N=1; U=2,V=3; D=1; N=1; U=2,0,2,2,2,,,,,,,,
Muhammad of Ghor,https://en.wikipedia.org/wiki/Muhammad_of_Ghor,mildly_inflated,verified_broad,10,9,1,0,0,unresolved_after_review,confirmed_stable_after_review,9,9,B=9; O=0; C=0; W=0,B=9; O=0; C=0; W=0,8,8,V=5; D=3; N=0; U=1,V=5; D=3; N=0; U=1,0,1,1,1,,,,,,,,
Jean-Louis Raduit de Souches,https://en.wikipedia.org/wiki/Jean-Louis_Raduit_de_Souches,mildly_inflated,verified_broad,7,6,1,0,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=6; O=0; C=0; W=0,B=6; O=0; C=0; W=0,4,4,V=4; D=0; N=0; U=2,V=4; D=0; N=0; U=2,0,2,1,1,,,,,,,,
Prince Rupert of the Rhine,https://en.wikipedia.org/wiki/Prince_Rupert_of_the_Rhine,structurally_clean,verified_core,28,28,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,28,28,B=22; O=0; C=0; W=6,B=22; O=0; C=0; W=6,8,15,V=2; D=6; N=0; U=20,V=7; D=6; N=2; U=13,7,13,13,13,,,,,,,,
Lord Mountbatten,https://en.wikipedia.org/wiki/Lord_Mountbatten,materially_inflated,verified_broad,8,3,5,0,0,unresolved_after_review,confirmed_stable_after_review,3,3,B=1; O=2; C=0; W=0,B=1; O=2; C=0; W=0,1,1,V=0; D=1; N=0; U=2,V=0; D=1; N=0; U=2,0,2,2,2,,,,,,,,
Bohdan Khmelnytsky,https://en.wikipedia.org/wiki/Bohdan_Khmelnytsky,mildly_inflated,verified_broad,15,13,2,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,13,13,B=13; O=0; C=0; W=0,B=13; O=0; C=0; W=0,3,4,V=1; D=2; N=0; U=10,V=1; D=2; N=1; U=9,1,9,6,6,,,,,,,,
Al-Qa'qa' ibn Amr al-Tamimi,https://en.wikipedia.org/wiki/Al-Qa%27qa%27_ibn_Amr_al-Tamimi,structurally_clean,verified_core,7,7,0,0,0,unresolved_after_review,confirmed_stable_after_review,7,7,B=7; O=0; C=0; W=0,B=7; O=0; C=0; W=0,6,6,V=6; D=0; N=0; U=1,V=6; D=0; N=0; U=1,0,1,1,1,,,,,,,,
Fu Zuoyi,https://en.wikipedia.org/wiki/Fu_Zuoyi,materially_inflated,structurally_suspect,15,10,4,1,0,unresolved_after_review,confirmed_stable_after_review,10,10,B=6; O=2; C=0; W=2,B=6; O=2; C=0; W=2,7,7,V=2; D=5; N=0; U=3,V=2; D=5; N=0; U=3,0,3,3,3,,,,,,,,
Malhar Rao Holkar,https://en.wikipedia.org/wiki/Malhar_Rao_Holkar,materially_inflated,structurally_suspect,7,6,0,1,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=5; O=0; C=0; W=1,B=5; O=0; C=0; W=1,4,4,V=3; D=1; N=0; U=2,V=3; D=1; N=0; U=2,0,2,2,2,,,,,,,,
Nasir Khan I Ahmadzai,https://en.wikipedia.org/wiki/Nasir_Khan_I_Ahmadzai,materially_inflated,verified_broad,7,3,4,0,0,corrected,confirmed_stable_after_review,3,3,B=3; O=0; C=0; W=0,B=3; O=0; C=0; W=0,2,3,V=2; D=0; N=0; U=1,V=3; D=0; N=0; U=0,1,0,0,0,,,,,,,,
Bayezid I,https://en.wikipedia.org/wiki/Bayezid_I,mildly_inflated,verified_broad,10,8,2,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,8,8,B=8; O=0; C=0; W=0,B=8; O=0; C=0; W=0,6,7,V=3; D=1; N=2; U=2,V=3; D=1; N=3; U=1,1,1,1,1,,,,,,,,
Charles Macpherson Dobell,https://en.wikipedia.org/wiki/Charles_Macpherson_Dobell,materially_inflated,structurally_suspect,8,4,2,2,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=4; O=0; C=0; W=0,B=4; O=0; C=0; W=0,2,2,V=1; D=0; N=0; U=2,V=1; D=0; N=0; U=2,0,2,2,2,,,,,,,,
Louis-Alexandre Berthier,https://en.wikipedia.org/wiki/Louis-Alexandre_Berthier,mildly_inflated,verified_broad,8,7,1,0,0,unresolved_after_review,confirmed_stable_after_review,7,7,B=6; O=0; C=0; W=1,B=6; O=0; C=0; W=1,5,5,V=3; D=2; N=0; U=2,V=3; D=2; N=0; U=2,0,2,1,1,,,,,,,,
"Rupprecht, Crown Prince of Bavaria",https://en.wikipedia.org/wiki/Rupprecht%2C_Crown_Prince_of_Bavaria,mildly_inflated,verified_broad,44,42,2,0,0,corrected,confirmed_stable_after_review,42,42,B=38; O=3; C=0; W=1,B=38; O=3; C=0; W=1,31,38,V=8; D=18; N=5; U=11,V=8; D=18; N=12; U=4,7,4,0,0,,,,,,,,
Hermann Hoth,https://en.wikipedia.org/wiki/Hermann_Hoth,mildly_inflated,verified_broad,15,13,2,0,0,unresolved_after_review,confirmed_stable_after_review,13,13,B=12; O=1; C=0; W=0,B=12; O=1; C=0; W=0,11,11,V=6; D=5; N=0; U=2,V=6; D=5; N=0; U=2,0,2,1,1,,,,,,,,
"Ferdinand I, Holy Roman Emperor",https://en.wikipedia.org/wiki/Ferdinand_I%2C_Holy_Roman_Emperor,materially_inflated,structurally_suspect,12,5,5,2,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=4; O=0; C=0; W=1,B=4; O=0; C=0; W=1,3,3,V=1; D=2; N=0; U=2,V=1; D=2; N=0; U=2,0,2,2,2,,,,,,,,
Oda Nobunaga,https://en.wikipedia.org/wiki/Oda_Nobunaga,structurally_clean,verified_core,10,10,0,0,0,unresolved_after_review,confirmed_stable_after_review,11,11,B=11; O=0; C=0; W=0,B=11; O=0; C=0; W=0,7,7,V=6; D=1; N=0; U=4,V=6; D=1; N=0; U=4,0,4,4,4,,,,,,,,
Omar al-Bashir,https://en.wikipedia.org/wiki/Omar_al-Bashir,high_priority_manual_concern,structurally_suspect,11,5,0,6,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=4; O=0; C=0; W=1,B=4; O=0; C=0; W=1,2,2,V=0; D=0; N=2; U=3,V=0; D=0; N=2; U=3,0,3,1,1,,,,,,,,
Erich von Falkenhayn,https://en.wikipedia.org/wiki/Erich_von_Falkenhayn,materially_inflated,structurally_suspect,34,29,3,2,0,corrected_but_partially_unresolved,confirmed_stable_after_review,29,29,B=27; O=2; C=0; W=0,B=27; O=2; C=0; W=0,10,13,V=3; D=5; N=2; U=19,V=3; D=5; N=5; U=16,3,16,15,15,,,,,,,,
Khosrow I,https://en.wikipedia.org/wiki/Khosrow_I,materially_inflated,structurally_suspect,10,6,2,2,0,unresolved_after_review,confirmed_stable_after_review,6,6,B=5; O=0; C=0; W=1,B=5; O=0; C=0; W=1,5,5,V=2; D=2; N=1; U=1,V=2; D=2; N=1; U=1,0,1,1,1,,,,,,,,
Louis Botha,https://en.wikipedia.org/wiki/Louis_Botha,mildly_inflated,verified_broad,12,10,2,0,0,unresolved_after_review,confirmed_stable_after_review,10,10,B=8; O=0; C=0; W=2,B=8; O=0; C=0; W=2,5,5,V=2; D=3; N=0; U=5,V=2; D=3; N=0; U=5,0,5,5,5,,,,,,,,
Sepp Dietrich,https://en.wikipedia.org/wiki/Sepp_Dietrich,structurally_clean,verified_core,8,8,0,0,0,unresolved_after_review,confirmed_stable_after_review,8,8,B=5; O=3; C=0; W=0,B=5; O=3; C=0; W=0,6,6,V=5; D=1; N=0; U=2,V=5; D=1; N=0; U=2,0,2,1,1,,,,,,,,
Abbas Mirza,https://en.wikipedia.org/wiki/Abbas_Mirza,high_priority_manual_concern,structurally_suspect,9,5,1,3,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=5; O=0; C=0; W=0,B=5; O=0; C=0; W=0,4,4,V=3; D=1; N=0; U=1,V=3; D=1; N=0; U=1,0,1,1,1,,,,,,,,
Ii Naomasa,https://en.wikipedia.org/wiki/Ii_Naomasa,materially_inflated,structurally_suspect,6,5,0,1,0,corrected,confirmed_stable_after_review,5,5,B=4; O=0; C=0; W=1,B=4; O=0; C=0; W=1,4,5,V=4; D=0; N=0; U=1,V=4; D=0; N=1; U=0,1,0,0,0,,,,,,,,
François de Créquy,https://en.wikipedia.org/wiki/Fran%C3%A7ois_de_Cr%C3%A9quy,structurally_clean,verified_core,8,8,0,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,8,8,B=5; O=0; C=0; W=3,B=5; O=0; C=0; W=3,4,5,V=4; D=0; N=0; U=4,V=4; D=0; N=1; U=3,1,3,3,3,,,,,,,,
Josip Broz Tito,https://en.wikipedia.org/wiki/Josip_Broz_Tito,materially_inflated,verified_broad,12,8,4,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,8,8,B=2; O=5; C=0; W=1,B=2; O=5; C=0; W=1,3,4,V=2; D=1; N=0; U=5,V=2; D=1; N=1; U=4,1,4,3,3,,,,,,,,
Adolf Hitler,https://en.wikipedia.org/wiki/Adolf_Hitler,materially_inflated,verified_broad,18,11,7,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,11,11,B=3; O=8; C=0; W=0,B=3; O=8; C=0; W=0,6,7,V=2; D=4; N=0; U=5,V=2; D=5; N=0; U=4,1,4,4,4,,,,,,,,
John Hunyadi,https://en.wikipedia.org/wiki/John_Hunyadi,mildly_inflated,verified_broad,11,10,1,0,0,unresolved_after_review,confirmed_stable_after_review,10,10,B=10; O=0; C=0; W=0,B=10; O=0; C=0; W=0,6,6,V=3; D=3; N=0; U=4,V=3; D=3; N=0; U=4,0,4,4,4,,,,,,,,
Nathan Bedford Forrest,https://en.wikipedia.org/wiki/Nathan_Bedford_Forrest,structurally_clean,verified_core,14,14,0,0,0,corrected_but_partially_unresolved,material_change,14,14,B=14; O=0; C=0; W=0,B=14; O=0; C=0; W=0,6,12,V=6; D=0; N=0; U=8,V=11; D=1; N=0; U=2,6,2,2,2,404.0,264.0,376.0,282.0,outside_trust_headline,outside_trust_headline,caution,caution
Jassa Singh Ramgarhia,https://en.wikipedia.org/wiki/Jassa_Singh_Ramgarhia,mildly_inflated,verified_broad,8,6,2,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,6,6,B=6; O=0; C=0; W=0,B=6; O=0; C=0; W=0,4,5,V=3; D=0; N=1; U=2,V=3; D=1; N=1; U=1,1,1,1,1,,,,,,,,
Joseph Bonaparte,https://en.wikipedia.org/wiki/Joseph_Bonaparte,mildly_inflated,verified_broad,10,9,1,0,0,unresolved_after_review,confirmed_stable_after_review,9,9,B=6; O=0; C=0; W=3,B=6; O=0; C=0; W=3,7,7,V=4; D=3; N=0; U=2,V=4; D=3; N=0; U=2,0,2,1,1,,,,,,,,
Raimondo Montecuccoli,https://en.wikipedia.org/wiki/Raimondo_Montecuccoli,materially_inflated,structurally_suspect,9,6,1,2,0,corrected_but_partially_unresolved,confirmed_stable_after_review,6,6,B=5; O=0; C=0; W=1,B=5; O=0; C=0; W=1,2,4,V=2; D=0; N=0; U=4,V=2; D=0; N=2; U=2,2,2,1,1,,,,,,,,
Jahan Khan Popalzai,https://en.wikipedia.org/wiki/Jahan_Khan_Popalzai,materially_inflated,verified_broad,11,8,3,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,8,8,B=8; O=0; C=0; W=0,B=8; O=0; C=0; W=0,4,6,V=2; D=2; N=0; U=4,V=4; D=2; N=0; U=2,2,2,2,2,,,,,,,,
Semyon Budyonny,https://en.wikipedia.org/wiki/Semyon_Budyonny,materially_inflated,verified_broad,18,14,4,0,0,corrected_but_partially_unresolved,confirmed_stable_after_review,14,14,B=9; O=3; C=0; W=2,B=9; O=3; C=0; W=2,7,8,V=2; D=5; N=0; U=7,V=3; D=5; N=0; U=6,1,6,5,5,,,,,,,,
İsmet İnönü,https://en.wikipedia.org/wiki/%C4%B0smet_%C4%B0n%C3%B6n%C3%BC,materially_inflated,verified_broad,12,9,3,0,0,unresolved_after_review,confirmed_stable_after_review,9,9,B=6; O=0; C=0; W=3,B=6; O=0; C=0; W=3,6,6,V=4; D=2; N=0; U=3,V=4; D=2; N=0; U=3,0,3,2,2,,,,,,,,
Vladimir Putin,https://en.wikipedia.org/wiki/Vladimir_Putin,high_priority_manual_concern,structurally_suspect,20,5,2,13,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=2; O=0; C=0; W=3,B=2; O=0; C=0; W=3,2,2,V=1; D=1; N=0; U=3,V=1; D=1; N=0; U=3,0,3,1,1,,,,,,,,
Francis Drake,https://en.wikipedia.org/wiki/Francis_Drake,mildly_inflated,verified_broad,11,10,1,0,0,unresolved_after_review,confirmed_stable_after_review,10,10,B=9; O=0; C=0; W=1,B=9; O=0; C=0; W=1,9,9,V=4; D=5; N=0; U=1,V=4; D=5; N=0; U=1,0,1,1,1,,,,,,,,
Paul Kray,https://en.wikipedia.org/wiki/Paul_Kray,materially_inflated,structurally_suspect,14,12,0,2,0,corrected_but_partially_unresolved,confirmed_stable_after_review,12,12,B=12; O=0; C=0; W=0,B=12; O=0; C=0; W=0,10,11,V=3; D=6; N=1; U=2,V=3; D=6; N=2; U=1,1,1,1,1,,,,,,,,
"Charles V, Duke of Lorraine",https://en.wikipedia.org/wiki/Charles_V%2C_Duke_of_Lorraine,structurally_clean,verified_core,13,13,0,0,0,unresolved_after_review,confirmed_stable_after_review,13,13,B=10; O=0; C=0; W=3,B=10; O=0; C=0; W=3,8,8,V=5; D=3; N=0; U=5,V=5; D=3; N=0; U=5,0,5,4,4,,,,,,,,
Antiochus III the Great,https://en.wikipedia.org/wiki/Antiochus_III_the_Great,high_priority_manual_concern,structurally_suspect,10,7,0,3,0,unresolved_after_review,confirmed_stable_after_review,7,7,B=7; O=0; C=0; W=0,B=7; O=0; C=0; W=0,6,6,V=3; D=3; N=0; U=1,V=3; D=3; N=0; U=1,0,1,1,1,,,,,,,,
Gonzalo Fernández de Córdoba,https://en.wikipedia.org/wiki/Gonzalo_Fern%C3%A1ndez_de_C%C3%B3rdoba_%281585-1635%29,materially_inflated,structurally_suspect,8,6,1,1,0,unresolved_after_review,confirmed_stable_after_review,12,12,B=10; O=0; C=0; W=2,B=10; O=0; C=0; W=2,11,11,V=9; D=2; N=0; U=1,V=9; D=2; N=0; U=1,0,1,1,1,,,,,,,,
Maximilian II Emanuel,https://en.wikipedia.org/wiki/Maximilian_II_Emanuel,structurally_clean,verified_core,10,10,0,0,0,unresolved_after_review,confirmed_stable_after_review,10,10,B=8; O=0; C=0; W=2,B=8; O=0; C=0; W=2,7,7,V=4; D=3; N=0; U=3,V=4; D=3; N=0; U=3,0,3,3,3,,,,,,,,
George Alan Vasey,https://en.wikipedia.org/wiki/George_Alan_Vasey,high_priority_manual_concern,structurally_suspect,10,7,0,3,0,unresolved_after_review,confirmed_stable_after_review,7,7,B=7; O=0; C=0; W=0,B=7; O=0; C=0; W=0,6,6,V=4; D=2; N=0; U=1,V=4; D=2; N=0; U=1,0,1,1,1,,,,,,,,
Cornplanter,https://en.wikipedia.org/wiki/Cornplanter,materially_inflated,structurally_suspect,7,6,0,1,0,corrected,confirmed_stable_after_review,6,6,B=5; O=0; C=0; W=1,B=5; O=0; C=0; W=1,5,6,V=3; D=1; N=1; U=1,V=3; D=1; N=2; U=0,1,0,0,0,,,,,,,,
Fernando d'Ávalos,https://en.wikipedia.org/wiki/Fernando_d%27%C3%81valos,materially_inflated,structurally_suspect,7,5,1,1,0,unresolved_after_review,confirmed_stable_after_review,5,5,B=4; O=0; C=0; W=1,B=4; O=0; C=0; W=1,4,4,V=4; D=0; N=0; U=1,V=4; D=0; N=0; U=1,0,1,1,1,,,,,,,,
Johann Katzianer,https://en.wikipedia.org/wiki/Johann_Katzianer,materially_inflated,structurally_suspect,7,4,1,2,0,unresolved_after_review,confirmed_stable_after_review,4,4,B=4; O=0; C=0; W=0,B=4; O=0; C=0; W=0,3,3,V=2; D=1; N=0; U=1,V=2; D=1; N=0; U=1,0,1,1,1,,,,,,,,
Şehzade Mehmed,https://en.wikipedia.org/wiki/%C5%9Eehzade_Mehmed,materially_inflated,structurally_suspect,6,3,2,1,0,unresolved_after_review,confirmed_stable_after_review,3,3,B=3; O=0; C=0; W=0,B=3; O=0; C=0; W=0,2,2,V=2; D=0; N=0; U=1,V=2; D=0; N=0; U=1,0,1,1,1,,,,,,,,
Jean-Charles Pichegru,https://en.wikipedia.org/wiki/Jean-Charles_Pichegru,mildly_inflated,verified_broad,14,12,2,0,0,unresolved_after_review,confirmed_stable_after_review,12,12,B=12; O=0; C=0; W=0,B=12; O=0; C=0; W=0,10,10,V=6; D=4; N=0; U=2,V=6; D=4; N=0; U=2,0,2,2,2,,,,,,,,
